到着日,全ての国地域,東京都,千葉県,非公表等_行動歴,愛知県,大阪府,フィリピン,兵庫県,京都府,岐阜県,アメリカ,神奈川県,非公表等_居住地,PCR検査人数(前日比),埼玉県,パキスタン,インド,ネパール,インドネシア,福岡県,広島県,ロシア,バングラデシュ,イギリス,アラブ首長国連邦,茨城県
2020/10/17,9,3,0,1,0,1,0,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2020/10/18,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2020/10/19,6,1,2,1,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2020/10/20,7,1,0,1,2,1,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0
2020/10/21,5,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2020/10/22,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020/10/23,16,9,0,3,2,1,0,1,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0
2020/10/24,8,3,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,1,0,0
2020/10/25,6,1,1,1,0,0,3,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0
2020/10/26,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/10/27,6,0,0,1,1,1,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0
2020/10/28,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,1
2020/10/29,9,1,2,3,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0
2020/10/30,8,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,5,0,1,1,1,0,0,0,0
2020/10/31,9,1,0,0,0,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2020/11/01,9,1,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0
2020/11/02,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/11/03,10,2,2,1,1,2,0,0,0,0,2,0,2,0,0,0,3,0,0,0,0,1,0,0,1,0
2020/11/04,7,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,3,1,1,0,0,0,0,0
2020/11/05,8,1,0,3,0,0,1,1,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0
2020/11/06,27,4,2,3,1,1,0,0,0,1,15,1,3,0,1,0,0,7,1,4,0,0,0,0,0,1
2020/11/07,19,4,1,2,0,0,2,0,0,0,1,3,2,0,1,2,0,0,0,0,0,1,4,1,0,2
2020/11/08,9,0,0,1,0,0,1,0,0,0,3,3,2,0,0,0,0,0,0,2,1,2,0,0,0,0
2020/11/09,3,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/11/10,9,3,0,4,0,1,0,0,0,0,0,1,4,7,0,1,1,0,0,0,0,0,0,0,1,0
2020/11/11,30,2,1,0,0,0,0,4,0,0,2,0,0,0,1,0,0,4,23,0,17,0,1,0,0,0
2020/11/12,4,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/11/13,19,2,1,6,0,1,2,0,0,0,6,1,7,0,1,0,0,1,1,2,0,1,0,0,0,0
2020/11/14,11,3,1,2,1,1,1,0,0,0,2,0,2,0,1,0,1,0,0,1,0,0,2,1,0,0
2020/11/15,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0
2020/11/16,9,0,0,4,0,0,0,0,1,0,2,1,4,0,2,0,0,0,1,0,0,0,0,0,0,0
2020/11/17,9,2,2,2,0,1,1,0,0,0,0,1,2,0,0,1,3,0,1,0,1,0,0,0,1,0
2020/11/18,10,2,0,3,0,1,0,0,0,0,3,2,4,0,0,0,0,0,3,0,0,0,0,0,0,0
2020/11/19,15,3,0,3,0,3,2,0,0,0,1,0,4,0,1,0,1,0,4,0,0,0,0,0,0,0
2020/11/20,20,10,2,1,0,0,0,0,0,1,10,3,1,0,0,1,0,4,0,2,0,2,0,0,0,0
2020/11/21,10,2,0,1,1,0,1,1,0,0,2,0,2,4,0,0,0,0,0,0,0,1,1,0,0,0
2020/11/22,11,0,0,3,0,2,1,0,0,0,4,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0
2020/11/23,9,5,0,1,0,0,1,0,0,0,5,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0
2020/11/24,12,5,1,0,0,2,2,0,0,0,5,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0
2020/11/25,9,0,2,1,0,0,1,0,0,0,2,0,2,0,1,0,0,1,4,0,1,0,0,0,0,0
2020/11/26,17,1,2,6,0,0,0,0,0,1,3,1,7,0,0,2,0,0,3,0,0,0,1,0,0,2
2020/11/27,17,4,0,6,1,1,1,0,0,0,2,2,5,0,1,1,1,2,1,0,0,1,0,0,0,0
2020/11/28,11,3,0,2,0,0,0,0,0,0,3,4,2,0,1,1,0,0,0,0,0,0,2,2,0,0
2020/11/29,15,2,1,1,0,2,0,0,0,0,6,3,2,0,0,0,0,0,1,0,1,3,0,0,0,0
2020/11/30,8,0,0,4,0,0,1,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1
2020/12/01,12,0,1,7,0,0,0,0,0,0,0,1,9,0,1,0,1,0,1,0,0,0,0,1,0,0
2020/12/02,13,1,0,3,2,0,1,3,0,0,3,2,3,0,1,0,0,0,3,0,0,0,0,0,0,1
2020/12/03,7,1,0,2,0,1,1,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/12/04,14,5,0,1,0,0,1,0,0,0,1,1,1,0,4,0,1,4,1,1,0,1,0,0,0,0
2020/12/05,19,7,2,2,2,1,1,0,0,0,7,0,2,0,1,0,0,0,4,0,0,1,1,0,0,1
2020/12/06,14,1,0,4,0,4,2,0,0,0,5,1,5,0,0,0,0,0,0,1,1,3,0,0,0,0
2020/12/07,9,3,0,1,1,0,0,0,0,0,2,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2020/12/08,8,2,0,3,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0
2020/12/09,7,2,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/12/10,8,1,0,1,0,2,1,2,0,0,2,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0
2020/12/11,17,2,2,4,0,1,2,0,0,0,1,3,4,0,0,0,1,2,2,1,0,2,0,1,0,0
2020/12/12,17,5,0,1,1,3,1,1,0,1,1,0,1,0,0,0,0,0,5,0,1,0,2,0,0,0
2020/12/13,15,3,0,6,0,0,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,1,0,1,0,0
2020/12/14,8,1,1,3,0,0,1,0,0,0,0,1,4,0,0,2,0,0,1,0,0,1,0,0,0,1
2020/12/15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020/12/16,7,2,0,1,0,1,0,0,1,0,2,2,1,0,0,0,0,3,1,0,0,0,0,0,0,0
2020/12/17,4,0,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/12/18,11,2,0,3,1,0,0,1,0,0,1,0,4,0,0,2,1,1,0,0,0,1,0,0,0,0
2020/12/19,27,7,0,9,2,4,1,1,0,0,3,1,8,0,0,0,0,0,4,0,0,2,3,1,0,0
2020/12/20,29,7,1,8,4,1,1,0,0,1,11,1,7,0,3,0,0,0,1,0,0,0,0,4,0,1
2020/12/21,11,2,0,2,0,4,0,0,0,0,2,1,2,0,0,0,0,0,2,0,0,0,0,3,0,0
2020/12/22,14,5,0,3,0,1,0,0,1,0,0,2,2,0,0,0,4,1,1,0,0,0,1,0,1,0
2020/12/23,13,5,2,1,1,1,0,0,0,0,2,2,1,0,0,0,0,3,4,0,0,0,0,0,1,0
2020/12/24,11,4,1,0,0,0,0,1,0,0,2,1,3,0,0,1,0,0,1,0,0,0,0,3,1,0
2020/12/25,7,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,0,1,0,1,0,0
2020/12/26,11,3,1,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1
2020/12/27,10,2,0,0,2,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0
2020/12/28,8,1,2,0,0,0,1,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0
2020/12/29,8,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0
2020/12/30,12,2,1,0,1,1,1,1,0,0,2,0,2,0,1,1,0,3,0,1,0,0,1,0,0,0
2020/12/31,8,2,0,0,0,1,2,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/01,16,6,2,0,1,1,0,0,0,0,6,4,0,0,0,2,0,2,2,1,0,0,0,0,0,0
2021/01/02,23,6,4,0,1,2,0,1,0,0,1,1,0,0,1,3,2,0,4,0,0,2,1,1,1,1
2021/01/03,19,9,2,0,0,2,3,0,0,0,8,3,0,0,0,0,0,1,1,0,0,3,0,1,0,0
2021/01/04,9,3,0,0,0,1,0,0,0,0,6,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0
2021/01/05,9,6,1,0,0,0,1,1,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0
2021/01/06,10,1,0,0,0,4,0,0,0,0,5,4,0,0,0,1,0,0,2,0,0,0,0,0,0,1
2021/01/07,6,4,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/08,13,4,1,0,0,2,1,0,0,0,3,4,0,0,0,1,0,1,0,1,0,2,0,0,0,0
2021/01/09,11,5,1,0,0,1,0,0,0,0,2,1,0,0,0,0,2,0,1,1,1,0,0,0,2,0
2021/01/10,15,4,1,0,2,2,0,1,0,0,6,3,0,0,1,1,0,0,0,0,0,2,0,1,0,0
2021/01/11,6,3,1,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
2021/01/12,8,1,0,0,1,1,0,1,1,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2021/01/13,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0
2021/01/14,7,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2021/01/15,12,0,0,0,1,1,0,4,0,1,2,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0
2021/01/16,10,1,3,0,1,0,0,0,0,0,1,2,0,0,1,3,0,0,1,0,0,1,0,0,0,0
2021/01/17,9,0,1,0,2,1,2,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2021/01/18,18,2,0,0,0,0,0,0,0,0,6,1,15,23,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/19,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021/01/20,7,1,0,0,1,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/21,3,1,0,0,0,1,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
2021/01/22,7,2,0,0,2,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0
2021/01/23,2,0,0,0,0,1,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0
2021/01/24,5,1,0,0,2,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021/01/25,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/26,6,2,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2021/01/27,4,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021/01/28,3,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/29,7,2,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
2021/01/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/01/31,9,1,0,0,1,1,3,1,0,0,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
2021/02/01,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/02/02,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021/02/03,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2021/02/04,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/02/05,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/02/06,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/02/07,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/02/08,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/02/09,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021/02/10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
2021/02/11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1
2021/02/12,8,3,0,1,0,0,0,0,0,1,0,1,2,0,0,2,0,0,2,1,0,0,0,0,2,0
2021/02/13,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/02/14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021/02/15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/02/16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
2021/02/17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021/02/18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2021/02/19,6,1,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,1,0,0,0,0,0,0,2
2021/02/20,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021/02/21,2,0,0,0,0,0,0,0,0,0,2,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0
2021/02/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/02/23,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/02/24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021/02/25,8,5,1,0,0,0,3,0,0,0,0,1,0,11,0,0,0,0,0,0,1,0,0,0,5,0
2021/02/26,14,2,1,8,1,0,0,0,0,0,0,0,9,1,0,1,0,0,1,0,0,0,0,0,2,0
2021/02/27,3,1,0,0,0,1,0,0,0,0,0,0,0,18,0,1,0,0,0,1,0,0,0,0,1,0
2021/02/28,6,2,0,0,0,0,0,0,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2021/03/01,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2021/03/02,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
2021/03/03,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021/03/04,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2021/03/05,8,1,1,0,2,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,2,0,0,0,0
2021/03/06,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/03/07,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/03/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/03/09,5,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2021/03/10,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021/03/11,5,1,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
2021/03/12,6,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
2021/03/13,6,1,1,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2021/03/14,8,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021/03/15,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2021/03/16,11,5,0,0,0,0,2,0,0,0,1,0,1,0,0,4,0,0,0,0,1,0,0,0,0,1
2021/03/17,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021/03/18,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2021/03/19,6,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2021/03/20,10,2,1,0,0,1,2,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,2,0,2,1
2021/03/21,8,1,0,0,0,1,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,1,0,0,1
2021/03/22,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1
2021/03/23,6,0,0,0,0,0,0,1,0,0,0,3,2,0,0,4,0,0,0,0,0,0,1,0,0,0
2021/03/24,6,2,0,0,0,1,0,1,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
2021/03/25,5,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2021/03/26,14,3,1,0,1,0,0,0,0,0,2,0,0,1,1,8,0,0,1,0,2,0,1,0,1,2
2021/03/27,6,0,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,0,1,0,0,0
2021/03/28,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2021/03/29,9,4,0,0,0,0,2,0,0,0,1,0,4,0,1,1,2,1,0,0,0,0,0,0,0,0
2021/03/30,9,4,1,0,1,0,2,1,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2021/03/31,9,2,0,0,0,0,0,0,0,0,1,2,0,0,2,6,1,0,0,0,0,0,0,0,0,0
2021/04/01,14,1,1,0,1,1,2,0,1,0,3,4,3,0,0,5,1,0,0,0,0,0,0,0,1,0
2021/04/02,15,2,1,0,2,1,1,0,0,0,0,1,0,0,3,8,1,0,0,0,1,1,0,0,0,0
2021/04/03,9,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021/04/04,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0
2021/04/05,3,0,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2021/04/06,7,0,1,0,0,1,1,1,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,1
2021/04/07,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
2021/04/08,17,1,1,0,0,0,1,0,0,1,1,0,1,0,9,9,0,0,0,2,0,0,0,0,0,0
2021/04/09,19,6,1,0,4,1,2,1,0,1,1,1,0,0,1,7,2,1,0,0,0,0,1,0,0,0
2021/04/10,7,3,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0
2021/04/11,8,3,2,0,0,0,1,0,0,0,1,1,1,0,0,1,5,0,0,0,0,0,0,0,0,1
2021/04/12,6,0,1,0,0,1,1,0,0,0,1,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0
2021/04/13,16,2,0,0,0,0,1,5,0,0,0,2,1,0,1,5,2,0,0,0,1,0,0,1,0,0
2021/04/14,8,2,0,0,0,0,2,0,0,0,0,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0
2021/04/15,12,2,1,0,2,1,0,2,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,1,1
2021/04/16,17,3,0,0,2,2,0,0,0,0,1,0,0,0,1,3,7,2,0,0,0,0,0,0,1,1
2021/04/17,7,0,1,0,2,0,0,0,0,0,0,0,1,0,0,2,3,1,0,1,0,0,0,0,0,1
2021/04/18,14,5,2,3,0,1,0,1,0,0,0,0,3,0,1,3,6,0,1,0,0,0,0,0,0,0
2021/04/19,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2021/04/20,12,7,0,0,0,2,2,0,0,0,0,0,1,4,2,1,8,0,0,0,0,0,0,0,0,0
2021/04/21,10,5,0,0,0,0,1,1,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0
2021/04/22,8,0,2,0,0,0,2,0,0,0,1,4,2,0,0,0,4,0,0,0,0,0,0,0,0,0
2021/04/23,6,0,2,0,1,0,2,0,0,0,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,1
2021/04/24,8,3,1,0,0,0,1,0,0,0,0,2,0,0,1,1,2,2,0,1,0,0,0,0,0,0
2021/04/25,13,8,2,0,0,0,0,1,0,0,4,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0
2021/04/26,8,1,0,0,0,1,0,0,1,0,0,0,3,0,1,1,5,1,1,0,0,0,0,0,0,0
2021/04/27,8,1,3,0,0,0,3,0,0,0,0,1,2,0,1,2,3,0,0,0,0,0,0,0,0,0
2021/04/28,13,4,0,0,0,3,2,0,0,0,0,1,0,0,1,1,5,4,0,0,0,0,0,0,0,0
2021/04/29,6,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0
2021/04/30,23,7,3,0,1,1,2,1,0,0,3,1,2,0,2,1,0,14,0,1,0,1,0,0,0,1
2021/05/01,24,4,1,0,5,1,0,2,0,0,0,5,0,0,0,0,12,11,0,1,0,0,0,0,0,0
2021/05/02,15,5,1,3,0,1,1,0,0,1,2,2,3,0,0,0,6,2,0,0,0,0,0,0,0,0
2021/05/03,4,2,0,1,1,0,0,0,0,0,0,0,1,17,0,0,1,0,0,0,0,0,0,0,0,0
2021/05/04,3,1,0,0,0,0,0,0,0,0,0,1,0,6,0,1,2,0,0,0,0,0,0,0,0,0
2021/05/05,25,5,2,0,2,0,0,1,1,0,1,4,0,0,2,0,5,19,0,4,0,0,0,0,0,1
2021/05/06,6,1,0,0,0,1,1,0,0,0,0,0,2,13,0,0,3,1,0,0,0,0,0,0,0,0
2021/05/07,24,9,0,1,4,1,0,0,0,0,0,1,1,0,1,0,0,18,0,1,0,1,0,0,0,0
2021/05/08,8,2,0,1,0,3,0,0,0,0,0,1,2,0,0,0,4,0,1,0,0,0,1,0,0,0
2021/05/09,8,4,1,0,0,0,1,0,0,0,0,2,0,1,0,0,5,0,0,0,0,0,1,0,0,0
2021/05/10,3,1,1,0,0,0,0,0,0,0,1,0,1,,0,0,2,0,0,0,0,0,0,0,0,0
